SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN,
BIL,EQ,172,178.9,172,175,174.25,173.35,1654,290509.35,31-JAN-2020,359,INE828A01016,
BILENERGY,EQ,0.9,0.95,0.85,0.9,0.95,0.9,317177,285936.5,31-JAN-2020,130,INE607L01029,
BINDALAGRO,EQ,14.95,14.95,13.9,14,13.9,14.35,24557,350446.5,31-JAN-2020,111,INE143A01010,
BIOCON,EQ,295.5,298.7,290.6,294.35,293.75,295.35,1949668,575646147.7,31-JAN-2020,28114,INE376G01013,
BIOFILCHEM,BE,12.4,12.4,12,12.3,12.3,12.4,3168,38598.85,31-JAN-2020,48,INE829A01014,
BIRLACABLE,EQ,57.45,59.2,56.55,57.1,56.85,57.45,25731,1473656.65,31-JAN-2020,581,INE800A01015,
BIRLACORPN,EQ,765,804,751.9,796.5,793.5,763.6,273122,215538256.55,31-JAN-2020,16427,INE340A01012,
BIRLAMONEY,EQ,34.5,34.8,33.2,34,34.2,34.4,87787,3000072,31-JAN-2020,823,INE865C01022,
BKMINDST,EQ,0.5,0.55,0.5,0.55,0.55,0.55,6070,3036,31-JAN-2020,6,INE831Q01016,
BLBLIMITED,EQ,5.15,5.15,4.8,4.85,4.85,4.95,1129,5556.9,31-JAN-2020,12,INE791A01024,
BLISSGVS,EQ,143,144.4,139.05,141.95,143.9,142.9,182361,26053752.95,31-JAN-2020,2133,INE416D01022,
BLKASHYAP,EQ,9,9.05,8.9,9,8.9,9,41650,374229.75,31-JAN-2020,85,INE350H01032,
BLS,EQ,66,67.9,65.95,66.45,66.5,66,7594,508547.6,31-JAN-2020,211,INE153T01027,
BLUEBLENDS,BE,0.7,0.7,0.7,0.7,0.7,0.7,657,459.9,31-JAN-2020,5,INE113O01014,
BLUEDART,EQ,2718,2750,2612.7,2721.25,2702.25,2694.3,7906,21282135.9,31-JAN-2020,1793,INE233B01017,
BLUESTARCO,EQ,847,847.9,820,839.75,831.35,836.3,166098,138464563.7,31-JAN-2020,8234,INE472A01039,
BODALCHEM,EQ,73.55,74,72.2,73.15,73.5,72.85,148072,10824736.35,31-JAN-2020,1760,INE338D01028,
BOMDYEING,EQ,98,99.6,93.8,94.45,94.05,97.95,4028740,387732726.05,31-JAN-2020,23808,INE032A01023,
BOROSIL,EQ,175.5,176,169.1,174,173,174.35,58702,10138622.8,31-JAN-2020,1490,INE666D01022,
BOSCHLTD,EQ,14349.9,14350,13840,13885.7,13875,14239.95,24677,346601064.3,31-JAN-2020,8079,INE323A01026,
BPCL,EQ,470,472.6,456.05,456.95,456.5,469.65,6946475,3200179615.85,31-JAN-2020,85472,INE029A01011,
BPL,EQ,23.05,23.25,22.25,22.5,22.5,23.1,108290,2449819.55,31-JAN-2020,732,INE110A01019,
BRFL,EQ,3.8,3.95,3.8,3.8,3.95,3.9,14699,56477.5,31-JAN-2020,72,INE589G01011,
BRIGADE,EQ,229.9,245.95,226.5,239.6,238,228.15,696133,166947142.9,31-JAN-2020,12778,INE791I01019,
BRITANNIA,EQ,3242.7,3274.6,3186.85,3200.7,3190.65,3210.7,468850,1518398304.45,31-JAN-2020,39519,INE216A01030,
BRITANNIA,N2,31.65,31.93,31.55,31.68,31.8,31.69,43722,1385712.26,31-JAN-2020,93,INE216A07052,
BRNL,EQ,69.4,70.45,68,69.65,69.7,68.9,3407,236039.3,31-JAN-2020,160,INE727S01012,
BROOKS,EQ,43.65,45.85,42.8,44.5,44.6,42.45,67553,2998416,31-JAN-2020,979,INE650L01011,
BSE,EQ,540,540,531.6,533.4,533.9,534.95,42337,22649692.5,31-JAN-2020,1445,INE118H01025,
BSHSL,SM,107,107.5,107,107.5,107.5,107.25,2400,257400,31-JAN-2020,2,INE032Z01012,
BSL,EQ,34.6,34.7,33.65,34.3,33.8,33.35,2084,71386.3,31-JAN-2020,51,INE594B01012,
BSLGOLDETF,EQ,3730,3790,3702,3784,3790,3790.25,146,547223.35,31-JAN-2020,36,INF209K01HT2,
BSLNIFTY,EQ,131.64,131.64,130.67,130.83,130.67,131.32,108,14152.15,31-JAN-2020,4,INF209K01IR4,
BSOFT,EQ,70.65,84.65,69.1,79.35,80.45,70.65,9283457,734559799.9,31-JAN-2020,32317,INE836A01035,
BURNPUR,EQ,1.15,1.25,1.15,1.2,1.2,1.2,35455,42288.2,31-JAN-2020,60,INE817H01014,
BUTTERFLY,EQ,244.35,254.7,222.3,228.6,223.5,242.1,269749,64363869.2,31-JAN-2020,9132,INE295F01017,
BYKE,EQ,20.6,21.4,20,20.65,20.35,20.6,13034,264959.45,31-JAN-2020,149,INE319B01014,
CADILAHC,EQ,268.2,272,263,265.55,264.95,268.4,1103855,295607734,31-JAN-2020,17254,INE010B01027,
CALSOFT,EQ,13.65,14,13.25,13.95,14,13.65,43237,597916,31-JAN-2020,193,INE526B01014,
CAMLINFINE,EQ,80.7,81.85,77.55,78.15,77.95,80,513827,40789507.45,31-JAN-2020,4980,INE052I01032,
CANBK,EQ,204,205.35,200.4,202.65,202.35,202.25,7014346,1421603784.3,31-JAN-2020,37824,INE476A01014,
CANDC,BZ,2.2,2.4,2.2,2.3,2.3,2.3,980,2199,31-JAN-2020,7,INE874H01015,
CANFINHOME,EQ,483,491.9,480.25,484.05,485,481.1,457239,222104758.05,31-JAN-2020,18290,INE477A01020,
CANTABIL,EQ,253.35,253.75,242.15,246.95,247,251.3,28738,7147414.55,31-JAN-2020,2232,INE068L01016,
CAPACITE,EQ,196.2,196.4,192.15,192.8,192.6,194.6,23420,4533759.2,31-JAN-2020,831,INE264T01014,
CAPLIPOINT,EQ,284.3,294.8,283.05,287.85,286,282.4,113284,32920247.85,31-JAN-2020,4221,INE475E01026,
CAPTRUST,EQ,142.3,148.9,142.3,143.8,147.85,148.65,2974,432423.6,31-JAN-2020,37,INE707C01018,
CARBORUNIV,EQ,339.75,339.75,330.05,333.75,335.05,339.75,876447,291846929.3,31-JAN-2020,1603,INE120A01034,
CAREERP,EQ,122.1,123.85,118.1,118.65,118.95,122.15,20186,2409399.75,31-JAN-2020,498,INE521J01018,
CARERATING,EQ,664,664,652,655.2,658,660.4,101203,66430442.05,31-JAN-2020,4148,INE752H01013,
CASTEXTECH,BE,0.4,0.4,0.3,0.3,0.3,0.35,75844,25452.4,31-JAN-2020,46,INE068D01021,
CASTROLIND,EQ,130.9,135.9,130.25,135.05,134.25,129.9,3461075,464864891.8,31-JAN-2020,25208,INE172A01027,
CCHHL,BE,3.05,3.25,3.05,3.05,3.2,3.2,9994,30757.95,31-JAN-2020,36,INE652F01027,
CCL,EQ,224,227.9,217.6,225.85,224.75,222.4,1617206,362580226.1,31-JAN-2020,23891,INE421D01022,
CDSL,EQ,269.4,271,263.3,265.35,265.2,267.8,269961,71947415.8,31-JAN-2020,9433,INE736A01011,
CEATLTD,EQ,1009.85,1009.85,986.85,1004.15,1002.3,999.9,42716,42678155.35,31-JAN-2020,2275,INE482A01020,
CEBBCO,EQ,15.45,15.5,14.7,14.85,14.7,15.2,48537,727646.9,31-JAN-2020,199,INE209L01016,
CELEBRITY,EQ,6,6.25,5.9,6.05,6.05,6.1,5280,32304.75,31-JAN-2020,25,INE185H01016,
CELESTIAL,BE,2.7,2.9,2.7,2.7,2.7,2.8,15126,40963.2,31-JAN-2020,20,INE221I01017,
CENTENKA,EQ,192.4,197.85,192.35,193.1,193.7,192.4,16493,3198773.2,31-JAN-2020,560,INE485A01015,
CENTEXT,EQ,3,3.05,2.9,2.95,2.9,3.05,64122,189281.95,31-JAN-2020,88,INE281A01026,
CENTRALBK,EQ,18.55,19,17.2,18,18.15,18.4,905583,16538096.55,31-JAN-2020,2576,INE483A01010,
CENTRUM,EQ,25.4,25.75,23.15,23.85,23.65,24.95,234515,5758138.8,31-JAN-2020,1115,INE660C01027,
CENTUM,EQ,412.8,412.8,393.2,398.9,393.2,397.9,2721,1084498.8,31-JAN-2020,226,INE320B01020,
CENTURYPLY,EQ,170,171.75,168,170.7,170.95,170.1,129971,22102042.55,31-JAN-2020,4478,INE348B01021,
CENTURYTEX,EQ,613.3,656.9,613.3,644.2,637.05,612.7,5086340,3263754704.7,31-JAN-2020,65443,INE055A01016,
CERA,EQ,2714.95,2720,2670.1,2709.25,2710,2708.55,4848,13099199.1,31-JAN-2020,1572,INE739E01017,
CEREBRAINT,BE,34.25,34.25,34.25,34.25,34.25,32.65,50849,1741578.25,31-JAN-2020,52,INE345B01019,
CESC,EQ,719,723.75,706.35,710.25,708,719.15,339974,242782042.4,31-JAN-2020,7589,INE486A01013,
CESCVENT,EQ,338.05,347.5,328.65,341.1,337.5,339.5,13109,4416423.85,31-JAN-2020,712,INE425Y01011,
CGCL,EQ,190.3,195,188.15,193.9,193.5,194.25,534991,102491219.05,31-JAN-2020,6971,INE180C01026,
CGPOWER,BZ,9.6,10.1,9.6,9.6,9.6,10.1,375365,3615360.9,31-JAN-2020,591,INE067A01029,
CHALET,EQ,325,334.95,325,329.9,328,328.65,3118,1033066.75,31-JAN-2020,348,INE427F01016,
CHAMBLFERT,EQ,183,185,178.2,180.95,181,180.65,692978,125746813.5,31-JAN-2020,7119,INE085A01013,
CHEMBOND,EQ,225.9,240.95,225.5,225.55,225.55,229.65,1104,255008.2,31-JAN-2020,94,INE995D01025,
CHEMFAB,EQ,178.65,187.95,176.05,179.9,179.25,178.65,2221,399282.6,31-JAN-2020,102,INE783X01023,
CHENNPETRO,EQ,130.9,131.8,123.2,124.7,124.5,129.2,138609,17568203.25,31-JAN-2020,3001,INE178A01016,
CHOLAFIN,EQ,327.65,334.3,324.25,327.55,325,326.85,1687153,555887988,31-JAN-2020,27402,INE121A01024,
CHOLAHLDNG,EQ,549,549.1,541.15,547.05,541.15,549.35,44294,24307214.45,31-JAN-2020,845,INE149A01033,
CHROMATIC,EQ,0.5,0.5,0.5,0.5,0.5,0.55,1500,750,31-JAN-2020,2,INE662C01015,
CIGNITITEC,EQ,275.95,278.8,268.9,270.65,270.9,269.9,4631,1258129.55,31-JAN-2020,146,INE675C01017,
CIMMCO,EQ,24.05,24.35,21.35,21.7,21.55,23.85,40420,902439.85,31-JAN-2020,655,INE184C01028,
CINELINE,EQ,38.45,38.45,36.65,37.55,37.5,38.15,11084,414901.3,31-JAN-2020,199,INE704H01022,
CINEVISTA,EQ,7.3,7.85,7.2,7.25,7.2,7.55,4208,31071.1,31-JAN-2020,21,INE039B01026,
CIPLA,EQ,453.95,453.95,442.1,446.9,447.9,451,2184609,979214843.75,31-JAN-2020,92843,INE059A01026,
CKFSL,EQ,0.4,0.4,0.35,0.4,0.4,0.4,201214,74052.85,31-JAN-2020,53,INE391Z01012,
CLEDUCATE,EQ,74.35,74.4,72,72.1,72.6,73.55,4154,301242.3,31-JAN-2020,78,INE201M01011,
CLNINDIA,EQ,396.15,405.7,392.8,403,404.4,393.1,36106,14504714.25,31-JAN-2020,3266,INE492A01029,
CMICABLES,EQ,45.7,47.25,45.2,45.8,45.75,46.15,8601,397672.45,31-JAN-2020,160,INE981B01011,
CMMIPL,SM,7.35,7.35,7.35,7.35,7.35,7,6000,44100,31-JAN-2020,2,INE289S01013,
CNOVAPETRO,EQ,7.3,7.3,7.3,7.3,7.3,7.65,12,87.6,31-JAN-2020,2,INE672K01025,
COALINDIA,EQ,188.8,189.45,180,181.7,183.55,187.95,35281395,6470659021.05,31-JAN-2020,146426,INE522F01014,
COCHINSHIP,EQ,375.6,388.8,372.05,379.15,380,375,177205,67415245.35,31-JAN-2020,5704,INE704P01017,
COFFEEDAY,BZ,30.85,33.85,30.7,32,32.2,32.3,457089,14213414.2,31-JAN-2020,922,INE335K01011,
COLPAL,EQ,1394.8,1394.8,1324.25,1328.55,1332.95,1396,2453672,3314298872.6,31-JAN-2020,87171,INE259A01022,
COMPINFO,EQ,15.75,15.75,14.55,15.1,15.4,15.75,103019,1570531.9,31-JAN-2020,443,INE070C01037,
COMPUSOFT,EQ,7.1,7.3,6.95,7.1,7.1,7.2,32381,229290.7,31-JAN-2020,82,INE453B01029,
CONCOR,EQ,572.8,578.85,563.1,567,568,572.8,692547,394994010.4,31-JAN-2020,29682,INE111A01025,
CONFIPET,EQ,27.65,27.9,26.9,27,27.05,27.65,53063,1447488.05,31-JAN-2020,564,INE552D01024,
CONSOFINVT,EQ,38,40,35.8,35.95,36,39.6,2033,74813.35,31-JAN-2020,36,INE025A01027,
CONTI,SM,79.9,82,79.9,81.6,81.5,78.4,412000,33600400,31-JAN-2020,86,INE340Z01019,
CONTROLPR,EQ,263.35,270,260.05,264.35,263.05,263.1,4298,1133694.95,31-JAN-2020,387,INE663B01015,
CORALFINAC,EQ,10.7,10.85,10.3,10.4,10.6,10.65,8069,84854.6,31-JAN-2020,77,INE558D01021,
CORDSCABLE,EQ,47.8,54.2,46.3,49.95,48.7,46.4,136627,6927261.05,31-JAN-2020,2547,INE792I01017,
COROMANDEL,EQ,624.8,641.45,612,631.85,631,620.8,717405,451080997,31-JAN-2020,24185,INE169A01031,
CORPBANK,EQ,24.5,24.5,23.2,23.45,23.4,23.05,535519,12707040.7,31-JAN-2020,1692,INE112A01023,
COSMOFILMS,EQ,271.05,272.45,267.1,268.3,269.3,270.85,11344,3059653.95,31-JAN-2020,455,INE757A01017,
COUNCODOS,EQ,1.55,1.6,1.55,1.6,1.55,1.6,7872,12264.1,31-JAN-2020,10,INE695B01025,
COX&KINGS,BZ,1,1,0.95,0.95,0.95,1,509547,484724.1,31-JAN-2020,389,INE008I01026,
CPSEETF,EQ,21.5,21.63,20.63,20.68,20.72,21.42,18621838,387192881.75,31-JAN-2020,142477,INF457M01133,
CREATIVE,BE,100.45,100.45,100.45,100.45,100.45,95.7,4021,403909.45,31-JAN-2020,24,INE985W01018,
CREATIVEYE,EQ,1.6,1.6,1.6,1.6,1.6,1.65,1145,1832,31-JAN-2020,1,INE230B01021,
CREDITACC,EQ,805.35,824.55,791.1,800.75,797,813.25,96749,78566023.1,31-JAN-2020,6431,INE741K01010,
CREST,EQ,109.5,109.5,100.1,103.35,102.7,102.5,5193,539215.25,31-JAN-2020,283,INE559D01011,
CRISIL,EQ,1701,1733,1677.55,1702.65,1700.05,1700.7,16874,28810609.95,31-JAN-2020,3540,INE007A01025,
CROMPTON,EQ,269,293.8,269,284.45,280,267.05,3088450,872646764.35,31-JAN-2020,72378,INE299U01018,
CSBBANK,EQ,186.6,188.3,181,183.95,182.5,186.7,409639,75376236.8,31-JAN-2020,8630,INE679A01013,
CTE,EQ,26.2,26.45,25.2,25.35,25.25,25.6,4696,120953.1,31-JAN-2020,60,INE627H01017,
CUB,EQ,235.55,235.55,230,231.25,230.7,234.25,1062871,245734229.6,31-JAN-2020,29808,INE491A01021,
CUBEXTUB,EQ,12.5,13.75,12.1,13.4,12.25,12.5,1452,19149.2,31-JAN-2020,12,INE144D01012,
CUMMINSIND,EQ,585,595.45,572.2,574.55,574,584.6,991940,575365139.4,31-JAN-2020,23561,INE298A01020,
CUPID,EQ,218.1,226.6,218.1,220.05,223,219.45,53710,11920076.65,31-JAN-2020,1526,INE509F01011,
CURATECH,BE,1.75,1.75,1.75,1.75,1.75,1.75,5,8.75,31-JAN-2020,1,INE117B01012,
CYBERTECH,EQ,44.6,46.75,44.6,45.8,45.75,45.3,17631,810697.05,31-JAN-2020,202,INE214A01019,
CYIENT,EQ,490,496,485.45,490.95,493.55,487.25,76256,37335553.5,31-JAN-2020,7064,INE136B01020,
DAAWAT,EQ,27.35,27.6,26.3,26.7,26.8,26.85,642361,17213268.75,31-JAN-2020,2679,INE818H01020,
DABUR,EQ,483.95,503.45,480.05,495.75,496.4,478.75,7462427,3707623801.05,31-JAN-2020,112616,INE016A01026,
DALBHARAT,EQ,885,895.5,871.45,873.55,872,877.8,162129,143115086.9,31-JAN-2020,3743,INE00R701025,
DALMIASUG,EQ,119.6,123.15,113.2,114.7,113.75,118.6,329699,39003070.85,31-JAN-2020,4382,INE495A01022,
DAMODARIND,EQ,29.05,30.85,29.05,29.7,29.2,29.5,4252,126739.1,31-JAN-2020,130,INE497D01022,
DATAMATICS,EQ,78.95,79.55,76.5,77.15,77,80.75,83719,6539720.55,31-JAN-2020,827,INE365B01017,
DBCORP,EQ,138.7,139.9,137.2,137.8,137.5,138.7,49659,6847241.95,31-JAN-2020,1517,INE950I01011,
DBL,EQ,407.95,415,402.7,408.85,414.9,404.25,106968,43626553.6,31-JAN-2020,4035,INE917M01012,
DBREALTY,BE,10.25,10.45,9.75,10,9.85,10.25,198069,1969942.8,31-JAN-2020,329,INE879I01012,
DBSTOCKBRO,BE,9.55,9.55,9.55,9.55,9.55,10,106,1012.3,31-JAN-2020,4,INE921B01025,
DCAL,EQ,79,79,74.15,74.95,74.7,77.9,390129,29528625.65,31-JAN-2020,3653,INE385W01011,
DCBBANK,EQ,175.3,180.35,173.05,178.35,179.15,174.3,627178,111652859.2,31-JAN-2020,8323,INE503A01015,
DCI,SM,45.3,45.45,45.2,45.45,45.45,45.2,21000,950850,31-JAN-2020,4,INE0A1101019,
DCM,EQ,21.55,22.95,21.1,21.4,21.25,21.9,3467,74621.25,31-JAN-2020,63,INE498A01018,
DCMNVL,EQ,36,36.5,35,35.45,35,35.6,1626,57993.25,31-JAN-2020,20,INE08KP01019,
DCMSHRIRAM,EQ,377.85,379.95,368.2,371.05,371,372.15,40371,15026472.15,31-JAN-2020,2353,INE499A01024,
DCW,EQ,15.55,15.55,15.15,15.3,15.3,15.25,77683,1188589.4,31-JAN-2020,302,INE500A01029,
DECCANCE,EQ,322,324.65,310.25,318.5,317,321.25,3276,1035073.8,31-JAN-2020,619,INE583C01021,
DEEPAKFERT,EQ,111.3,112.6,108.3,111.3,112,110.3,301195,33385740,31-JAN-2020,5792,INE501A01019,
DEEPAKNTR,EQ,395.65,398.5,377.05,383.6,387.35,393.85,323462,125947824.65,31-JAN-2020,10627,INE288B01029,
DEEPIND,EQ,113.9,113.9,110,111.65,111.5,110.8,6992,781155.2,31-JAN-2020,568,INE677H01012,
DELTACORP,EQ,175,184.65,174.35,179.95,180.1,177.2,1058384,190900719.9,31-JAN-2020,13724,INE124G01033,
DELTAMAGNT,EQ,36,38.9,36,37.5,37.5,36.25,804,29836.5,31-JAN-2020,92,INE393A01011,
DEN,EQ,51.5,52.25,50.5,50.9,50.5,51.35,17167,875730.65,31-JAN-2020,169,INE947J01015,
DENORA,EQ,224,226.95,221,222.6,221,226.05,5652,1264155.6,31-JAN-2020,380,INE244A01016,
DEVIT,SM,75.5,75.55,75.5,75.55,75.55,75.25,3000,226575,31-JAN-2020,2,INE060X01018,
DFMFOODS,EQ,320.7,322.9,304.5,308.5,308.25,318.75,179938,56024527.1,31-JAN-2020,4087,INE456C01020,
DGCONTENT,BE,5.1,5.6,5.1,5.6,5.6,5.35,1604,8464.05,31-JAN-2020,19,INE03JI01017,
DHAMPURSUG,EQ,212.85,214.4,204,204.95,204.35,212.05,360641,75247507.1,31-JAN-2020,7908,INE041A01016,
DHANBANK,EQ,14.85,15.15,14.85,15,15.1,15,163781,2465054.25,31-JAN-2020,371,INE680A01011,
DHANUKA,EQ,527.05,549.65,495,514.65,517,522.9,116335,60900094.7,31-JAN-2020,6784,INE435G01025,
DHARSUGAR,EQ,7.5,7.7,7.3,7.5,7.5,7.5,28437,211326.7,31-JAN-2020,86,INE988C01014,
DHFL,EQ,13,13.3,12.95,12.95,12.95,13.6,1205548,15633818.35,31-JAN-2020,2873,INE202B01012,
DHFL,NC,200.01,200.01,200,200,200,201,700,140000.1,31-JAN-2020,9,INE202B07HV0,
DHFL,NP,195,208,195,196.89,200,206.1,9855,1948363.61,31-JAN-2020,101,INE202B07IO3,
DHFL,NQ,224,244,224,243.98,244,253.99,21,4823.88,31-JAN-2020,5,INE202B07IY2,
DHFL,NS,233,233,210,210,210,232,400,89060,31-JAN-2020,8,INE202B07JA0,
DHUNINV,EQ,240.05,245.5,230,233.2,233.2,242.45,2542,605370.8,31-JAN-2020,198,INE320L01011,
DIAMONDYD,EQ,806,824.7,800.25,807.8,810,815.3,1070,867855.05,31-JAN-2020,375,INE393P01035,
DIAPOWER,BZ,0.6,0.65,0.6,0.65,0.65,0.6,2525,1546,31-JAN-2020,10,INE989C01012,
DICIND,EQ,341.55,345.4,340.1,340.6,340.1,348.65,202,69052.9,31-JAN-2020,31,INE303A01010,
DIGISPICE,EQ,5.5,5.5,5.25,5.35,5.3,5.5,5406,28789.5,31-JAN-2020,18,INE927C01020,
DIGJAMLTD,BZ,1,1,0.95,1,0.95,0.95,21624,21557.8,31-JAN-2020,15,INE731U01010,
DISHTV,EQ,13.4,13.5,12.85,13,13,13.05,12856730,168187497.2,31-JAN-2020,47080,INE836F01026,
DIVISLAB,EQ,1969,1984,1948,1952.3,1953,1959.15,322232,633121013.15,31-JAN-2020,16529,INE361B01024,
DIXON,EQ,4534.9,4719.95,4460,4654.25,4618,4499.4,138375,638017523.7,31-JAN-2020,19875,INE935N01012,
DLF,EQ,257.8,262.8,254.3,260.45,260.35,254.65,10810838,2792839500.25,31-JAN-2020,94404,INE271C01023,
DLINKINDIA,EQ,118.4,118.4,113,114.3,114.5,115,63211,7258028.9,31-JAN-2020,1158,INE250K01012,
DMART,EQ,2064.05,2145.05,2061,2133.95,2133,2051.3,1572997,3323697644.35,31-JAN-2020,76545,INE192R01011,
DNAMEDIA,BE,0.4,0.45,0.35,0.4,0.4,0.4,12199,4913.6,31-JAN-2020,22,INE016M01021,
DOLAT,EQ,55.55,56.75,54.35,54.85,55.2,55.3,12551,690811.9,31-JAN-2020,272,INE966A01022,
DOLLAR,EQ,145,152.25,142.3,146.75,147.5,146.2,30609,4502095.9,31-JAN-2020,469,INE325C01035,
DONEAR,EQ,30.2,30.45,29.5,29.75,29.7,30,12499,374096.25,31-JAN-2020,111,INE668D01028,
DPABHUSHAN,SM,61,61,61,61,61,60.5,4000,244000,31-JAN-2020,1,INE266Y01019,
DPSCLTD,EQ,7.9,8.15,7.5,8.1,8.15,7.9,1786,14303.35,31-JAN-2020,17,INE360C01024,
DPWIRES,EQ,86,91,86,90,90,86,1654,148947.5,31-JAN-2020,16,INE864X01013,
DQE,EQ,1.05,1.05,1.05,1.05,1.05,1.1,10835,11376.75,31-JAN-2020,32,INE656K01010,
DREDGECORP,EQ,329,334,320.5,327.45,330.25,326.35,125811,41096584.3,31-JAN-2020,4009,INE506A01018,
DRREDDY,EQ,3155.25,3191.85,3102.1,3114.5,3110,3154.85,668235,2101969552.25,31-JAN-2020,44460,INE089A01023,
DSML,SM,5.4,5.4,5.4,5.4,5.4,5.3,6000,32400,31-JAN-2020,1,INE411Y01011,
DSSL,EQ,25.7,26.95,25.1,25.3,25.6,25.7,15008,384330.45,31-JAN-2020,100,INE417B01040,
DTIL,EQ,181,184.9,178.35,180.1,178.6,180.8,2714,491435.75,31-JAN-2020,473,INE341R01014,
DUCON,EQ,4.65,5.1,4.65,5.1,5.1,4.75,104088,519480.45,31-JAN-2020,166,INE741L01018,
DVL,EQ,69.15,70.9,68.55,69.6,69.4,70.65,3928,275036.35,31-JAN-2020,162,INE477B01010,
DWARKESH,EQ,37.95,38.45,36.9,37.65,37.5,37.95,882174,33192515.1,31-JAN-2020,2952,INE366A01041,
DYNAMATECH,EQ,1003.95,1004,962.85,973.5,973.2,972.65,569,554858.15,31-JAN-2020,167,INE221B01012,
DYNPRO,EQ,153,162,152.35,155.7,156.7,154.75,7846,1223127.3,31-JAN-2020,718,INE256H01015,
E2E,SM,21.5,22.35,21.35,21.35,21.35,22.45,12000,258700,31-JAN-2020,6,INE255Z01019,
EASTSILK,BE,1.05,1.1,1,1.1,1.1,1.05,21869,23276.45,31-JAN-2020,25,INE962C01027,
EASUNREYRL,BZ,2.8,2.8,2.7,2.8,2.8,2.8,901,2502.8,31-JAN-2020,6,INE268C01029,
EBBETF0423,EQ,1005.5,1006.5,1005.15,1005.15,1005.15,1005.33,10881,10939763.34,31-JAN-2020,81,INF754K01KN4,
EBBETF0430,EQ,1004.06,1004.99,1003.75,1003.99,1003.75,1004.41,27004,27125183.26,31-JAN-2020,83,INF754K01KO2,
ECLERX,EQ,670,670,625.15,632.15,627.05,626.3,150951,97765504.3,31-JAN-2020,8198,INE738I01010,
ECLFINANCE,N5,998.11,1008.4,998,1005.25,1008.4,1004.35,2326,2332300.48,31-JAN-2020,29,INE804I08601,
ECLFINANCE,N7,1948,1948,1948,1948,1948,1948,1,1948,31-JAN-2020,1,INE804I08627,
ECLFINANCE,NB,1004,1011.95,1004,1009.6,1011.95,1002.44,220,222112.2,31-JAN-2020,5,INE804I07ZL1,
ECLFINANCE,NC,1099.95,1099.95,1099.95,1099.95,1099.95,1095,1,1099.95,31-JAN-2020,1,INE804I07ZM9,
ECLFINANCE,ND,1640,1640,1640,1640,1640,1640,1,1640,31-JAN-2020,1,INE804I07ZN7,
ECLFINANCE,NE,1070,1080,1070,1072.08,1080,1063.56,821,879209,31-JAN-2020,12,INE804I073Y9,
ECLFINANCE,NF,931.01,989.9,930,964.34,989.9,931.1,3775,3554591.26,31-JAN-2020,66,INE804I074Y7,
ECLFINANCE,NG,892,911.95,892,911.22,911.95,891.12,91,82902.6,31-JAN-2020,4,INE804I075Y4,
ECLFINANCE,NI,930,950,930,944.77,950,929,203,191790,31-JAN-2020,2,INE804I077Y0,
ECLFINANCE,NJ,869,869,869,869,869,870,80,69520,31-JAN-2020,3,INE804I078Y8,
ECLFINANCE,NM,920,943,917.11,930.62,930,927.64,2466,2277285.4,31-JAN-2020,26,INE804I075Z1,
ECLFINANCE,NN,965.01,1069,960.01,1037.5,1069,1005,254,255356.08,31-JAN-2020,18,INE804I076Z9,
ECLFINANCE,NO,939,939,939,939,939,939,405,380295,31-JAN-2020,13,INE804I077Z7,
ECLFINANCE,NP,900,945,890,900.94,945,916,37,33335,31-JAN-2020,4,INE804I078Z5,
ECLFINANCE,NQ,977.99,990,977.99,982.9,990,967.79,758,745044.69,31-JAN-2020,5,INE804I079Z3,
ECLFINANCE,NR,965,968,951,954,954,952.41,11270,10857584.31,31-JAN-2020,36,INE804IA7014,
ECLFINANCE,NS,920,920,920,920,920,950,20,18400,31-JAN-2020,1,INE804IA7022,
EDELWEISS,EQ,94.7,96.95,93.7,95.35,95.5,93.95,790032,75327286.45,31-JAN-2020,7473,INE532F01054,
EDL,BZ,4,4,3.8,4,4,4,2003,7972,31-JAN-2020,10,INE180G01019,
EDUCOMP,BZ,1,1.1,1,1.1,1.1,1.05,34437,37599.15,31-JAN-2020,32,INE216H01027,
EHFLNCD,N3,1000,1000,1000,1000,1000,1017,20,20000,31-JAN-2020,1,INE530L07194,
EHFLNCD,N5,890,890,880,880,880,850,10,8840,31-JAN-2020,2,INE530L07210,
EHFLNCD,N6,865,900,854.9,886.12,900,880,1264,1118465.3,31-JAN-2020,13,INE530L07228,
EICHERMOT,EQ,20450,20641.7,20211,20289.3,20240,20340.3,102123,2080827849.1,31-JAN-2020,23667,INE066A01013,
EIDPARRY,EQ,226.7,235.6,226.7,230.2,229.6,226.7,262789,60841424.95,31-JAN-2020,3008,INE126A01031,
EIFFL,SM,113.2,113.5,113.2,113.5,113.5,113,3200,362720,31-JAN-2020,3,INE546V01010,
EIHAHOTELS,EQ,300,315,293.25,296.7,296,296.1,501,149994.85,31-JAN-2020,110,INE276C01014,
EIHOTEL,EQ,142.75,143,139.5,140.1,139.95,142.1,70793,9940077.9,31-JAN-2020,2172,INE230A01023,
EIMCOELECO,EQ,320,332.75,316,322.75,322,319.95,403,130277.65,31-JAN-2020,37,INE158B01016,
EKC,EQ,27.75,27.95,26.55,26.85,26.9,28,56836,1543980.8,31-JAN-2020,527,INE184H01027,
